gid,clave_de_centro_de_trabajo,nombre_de_centro_de_trabajo,latitud,longitud,tipo_de_vialidad,nombre_de_calle,numero_exterior,numero_interior,nombre_del_proveedor_mc,tipo_de_conectividad,estatus
114787T,09DPR3240H,CONSTITUYENTE CELESTINO PEREZ Y PEREZ,19.36700722,-99.00157833,AVENIDA,SENTIMIENTO A LA NACIÓN,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114784T,09DJN1269I,ERMITA ZARAGOZA,19.36475083,-98.99709056,AVENIDA,CONGRESO DE CHILPANCINGO SUR,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114781T,09DJN1131X,COCONE,19.36287667,-98.99936361,ANDADOR,SÁNCHEZ ARREOLA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114779T,09DJN0553Y,CONSTITUCION DE 1917,19.36648361,-98.99400639,RETORNO,4TO DE APATZINGAN 3ER SECCION,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114777T,09DJN1247X,TEOCALLI,19.31200806,-99.07624722,CALLE,UNIDAD NACIONAL,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114773T,09DST0114B,ESCUELA SECUNDARIA TECNICA 114,19.36883917,-99.03854444,CALLE,SEBASTIÁN BARRIGUETE,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114762T,09UDI0006M,CENDI ZARAGOZA UNAM,19.38388528,-99.04369361,CALLE,GRAN DÉCADA NACIONAL,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114767T,09DJN1372V,IMMANTI,19.31981111,-99.03673528,CAMINO,"CAMINO VIEJO A ZAPOTITLA, ESQUINA MISAEL NUÑEZ",SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114722T,09DJN1323M,BLAS GALINDO,19.38365333,-99.04311611,PROLONGACIÓN,TELECOMUNICACIONES FTE,10,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114709T,09DJN0447O,MACUIZOCHITL,19.37917917,-99.06992417,CALLE,BATALLA DE LOMA ALTA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114708T,09DPR3074Z,LEANDRO VALLE,19.37736417,-99.06993194,CALLE,GUERRA DE REFORMA,38,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114704T,09DPR4183N,JULIO CORTAZAR,19.38472222,-99.03807944,AVENIDA,JUAN CRISÓSTOMO BONILLA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114698T,09DES4303C,FRIDA KAHLO,19.3837925,-99.04427944,CALLE,GRAN DÉCADA NACIONAL,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114692T,09DJN1111J,MULUM,19.38491333,-99.03842722,CALLE,CRISÓSTOMO BONILLA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114691T,09DPR3081J,REPUBLICA SOCIALISTA DE VIETNAM,19.33951944,-99.01764583,CALLE,PAPAYA,2,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114690T,09DJN1261Q,NAHIBI,19.34092972,-99.01661917,CALLE,TEJOCOTES,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114688T,09DJN0045U,PROFR. ANTONIO I. DELGADO,19.35318972,-99.06480028,CALLE,AMÉRICA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114679T,09DJN1099E,TLAQUETZQUI,19.29569861,-99.07023972,CALLE,CLAVELES,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114678T,09DPR5084U,TIERRA Y LIBERTAD,19.35246611,-98.98989639,CALLE,DIEGO RIVERA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114675T,09DPR5082W,MELCHOR OCAMPO,19.34778139,-98.9930025,AVENIDA,DE LAS TORRES,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114627T,09DPR3299G,PROFRA. MARIA HAZAS VARGAS,19.34683694,-98.99530944,CALLE,PIPILA,2,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114669T,09DPR3263S,PROFR. GAUDENCIO PERAZA,19.34892083,-98.98955417,AVENIDA,UNIÓN DE COLONOS,6,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114667T,09DJN1004A,CITLALICUE,19.34941667,-98.98930667,CALLE,UNIÓN DE COLONOS,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114666T,09DJN1003B,CITLALICUE,19.34941333,-98.98930806,CALLE,UNIÓN DE COLONOS,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114665T,09DES4249Z,MEXICO TENOCHTITLAN,19.32816139,-99.04402611,CALLE,MANUEL CAÑAS Y VILLA BRAS,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114664T,09DJN1135T,TIHUITL,19.33778389,-99.02171333,CALLE,EMILIANO ZAPATA,22,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114658T,09DPR4190X,RAFAEL DONDE,19.34997417,-98.997235,CALLE,BANDERA,18,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114657T,09DPR2807N,ARTURO ROSENBLUETH,19.35261222,-98.99631472,CALLE,MATAMOROS,1,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114654T,09DJN1423L,GUILLERMO PRIETO,19.3549575,-98.99690083,CALLE,VALLE DE BRAVO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114653T,09DJN1203Z,TLAYOLTZIN,19.330815,-99.06440889,CALLE,RIO COATZACOALCOS Y PERIFERICO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114651T,09NDI0626K,CENDI GDF BENITO JUAREZ,19.30247833,-99.07106472,CALLE,IZTACIHUATL,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114644T,09DJN0953U,VEKANI,19.33446861,-99.05007889,CALLE,AGUSTÍN MELGAR,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114642T,09DES4287B,JULIO VERNE,19.33363722,-99.05115056,CALLE,PLATÓN SÁNCHEZ,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114641T,09DJN1312G,PROFRA. CAROLINA PINO CRUZ,19.32585111,-99.05221278,AVENIDA,PALMILLAS,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114629T,09DJN1263O,PILLI,19.32865167,-99.05983583,CALLE,JUAN MORENO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114628T,09DJN0338H,IGNACIO ZARAGOZA,19.38945917,-99.04914472,CALLE,ANTONIO DE LEON,MANZANA 1,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114625T,09DPR2888O,MARIA ENRIQUETA CAMARILLO,19.36444583,-99.002405,ANDADOR,PONCE DE LEÓN,58,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114837T,09DPR2649O,NICOLAS GARCIA DE SAN VICENTE,19.36388972,-98.99798778,CALLE,CHILPANCINGO SUR,60,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114836T,09DPR3126P,EL SEGURO DEL MAESTRO,19.362525,-98.99554222,CALLE,AND. CHITO VILLAGRAN,36,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114835T,09DJN1014H,IZTAPALAPA,19.36736611,-98.99733333,ANDADOR,CASTILLO DE SAN DIEGO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114834T,09DES0293L,ENRIQUE BELTRAN,19.36766722,-98.99821611,CALLE,SITIO CUAUTLA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114833T,09DPR2971N,PROFRA. MARIA ARIAS BERNAL,19.36701694,-99.02867056,CALLE,RETORNO BATALLÓN CHIAUTLA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114832T,09DPR2919R,PROFR. JUAN B. TIJERINA,19.36644361,-99.02459389,CALLE,ANTONIO ESTÉVEZ,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114831T,09DPR2792B,DR. IGNACIO CHAVEZ,19.38177083,-99.03545583,CALLE,FUERTE DE GUADALUPE,24,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114830T,09DES0172Z,JUAN JACOBO ROUSSEAU,19.36786056,-99.0266725,AVENIDA,EXPLORADORES,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114829T,09DJN0510Z,TLALOCAN,19.35822361,-99.050405,CALLE,LIC. DÍAZ SOTO Y GAMA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114828T,09DJN0230Q,VICENTE GUERRERO,19.35897444,-99.05741028,PERIFÉRICO,ANILLO PERIFERICO Y LIC. DIAZ SOTO Y GAMA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114827T,09DJN1325K,DR. ATL,19.3677525,-99.05100778,CERRADA,4 PONIENTE Y 6 PONIENTE,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114826T,09DPR2808M,GRAL. HERMINIO CHAVARRIA,19.35685639,-99.03327889,CALLE,VENUSTIANO CARRANZA,34,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114825T,09NDI0577S,EBDI ISSSTE NO. 101,19.38566444,-99.0482925,AVENIDA,TELECOMUNICACIONES,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114824T,09DJN0575J,BELGICA,19.34650083,-99.04330694,CALLE,47 Y 6,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114823T,09DJN1305X,PAPAKI,19.35600667,-99.00366472,CALLE,CUAUHTÉMOC,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114822T,09DPR2248T,MARIANO HIDALGO,19.35637306,-99.00443639,CALLE,MOCTEZUMA,1,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114820T,09DPR3235W,PROFRA. ELISA ACUÑA Y ROSSETTI,19.35138389,-99.00427444,AVENIDA,CUAUHTEMOC,95,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114819T,09DJN1137R,ARTEMIO DE VALLE ARIZPE,19.36171139,-99.01179528,CALLE,FRANCISCO SARABIA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114818T,09DPR1310Z,ESTADO DE MORELOS,19.36221528,-99.01176361,AVENIDA,YUCATAN,2,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114817T,09DPR1247N,DR. MANUEL GAMIO,19.3623175,-99.01088417,CALLE,FRANCISCO I. MADERO,3,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114816T,09DES4152N,VICENTE SUAREZ,19.37129528,-99.01944944,CALLE,MANUEL CALERO Y FRANCISCO NOBLE,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114815T,09DJN1118C,PROFR. ARTURO PICHARDO,19.34955833,-99.02352167,CALLE,EJIDO Y PRIMAVERA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114814T,09DES4198I,LUIS PASTEUR,19.356015,-99.03282167,CALLE,PLAN DE AYALA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114813T,09DPR2833L,REPUBLICA POPULAR SOCIALISTA DE ALBANIA,19.35554389,-99.02398472,AVENIDA,1A. CDA. DE MEXICO,22,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114812T,09DJN1202A,ITZURI,19.34166694,-99.03637111,CALLE,FRANCISCO JAVIER MINA ESQUINA MATAMOROS,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114811T,09DPR2272T,LOS DERECHOS DEL NIÑO,19.34550444,-99.0360175,CALLE,17,25,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114810T,09DPR1147O,ALBINO GARCIA,19.34537333,-99.03792556,CALLE,25 Y 2,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114809T,09DPR0836V,PROFR. ANGEL SALAS BONILLA,19.34006278,-99.04966667,CALLE,VERGEL,6,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114808T,09DPR1321E,EL AMO TORRES,19.34210139,-99.04112944,AVENIDA,5 DE MAYO,115,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114807T,09DPR1271N,JOSE MARIANO JIMENEZ,19.34721194,-99.04286972,CALLE,47,50,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114806T,09DPR2629A,GENERAL LUCIO BLANCO,19.36357333,-99.01839722,CALLE,COLIMA Y CHIHUAHUA (DEPORTIVO),SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114805T,09DES4238T,RAMON BETETA,19.36249167,-99.015525,CALLE,OAXACA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114804T,09DJN0835F,XINACHTLI,19.36209917,-99.01448028,CALLE,TAPACHULA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114803T,09DJN1273V,OLLIN CALLI,19.30914306,-99.08681444,CALLE,CANAL DE GARAY,20,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114802T,09DDI0041B,OLLIN CALLI,19.30603833,-99.08672167,CALLE,CANAL DE GARAY,20,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114801T,09DPR4155R,GENARO GARCIA,19.31115167,-99.07373361,CALLE,CANDELABROS,1,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114800T,09DPR1217T,ING. ROBERTO GAYOL,19.31067889,-99.07102639,CALLE,SAN LORENZO,19,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114799T,09DJN0951W,OTZINCO,19.30253111,-99.07300167,CALLE,EMILIANO ZAPATA,1770,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114798T,09DJN0865Z,CALLICATEPETL,19.31007806,-99.07150417,CALLE,DESPOSORIOS,7,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114797T,09DJN1309T,CUICACALLI,19.30722722,-99.07519222,CALLE,MATIAS ROMERO Y VILLA DEL MAR,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114796T,09DJN0942O,OTZINCO,19.30253694,-99.07299917,CALLE,EMILIANO ZAPATA,1770,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114795T,09DJN1110K,VICENTE T. MENDOZA,19.33755889,-99.02897444,CALLE,REFORMA SOCIAL,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114794T,09DJN0946K,CITLALTEPETL,19.34212361,-99.07236722,CALLE,ISIDRO SERNA,2,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114793T,09DPR5055Z,CENTAURO DEL NORTE,19.29271417,-99.07255833,PROLONGACIÓN,ALDAMA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114792T,09DPR5026D,MITLA,19.29060278,-99.0654475,CALLE,AREA DE SERVICIOS,MANZANA 4,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114791T,09NDI0681D,GUARDERIA LOMAS ESTRELLA,19.32185611,-99.09764083,CALLE,PASEO DE ANTOQUÍA,14,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114790T,09DPR2254D,REPUBLICA DE MADAGASCAR,19.34706472,-99.05205361,CALLE,ING. GUILLERMO GONZÁLEZ CAMARENA,120,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114889T,09DES4182H,ALEXIS CARRELL,19.34650722,-99.0513575,CALLE,ING. GONZÁLEZ CAMARENA,103,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114888T,09DES4310M,PRESIDENTES DE MEXICO,19.33148139,-99.05409861,CALLE,CANAL DE PANAMÁ,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114887T,09DJN0937C,LIC. ISIDRO FABELA ALFARO,19.36719,-99.08004028,CALLE,HERMENEGILDO GALEANA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114886T,09DJN0328A,GENERAL FRANCISCO VILLA,19.33944556,-99.06002028,CALLE,TOMAS URBINA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114885T,09DJN1288X,PROFRA. NIEVES ZEDILLO GONZALEZ,19.34563472,-99.0675475,CALLE,NUBE,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114884T,09DES4209Y,FRANCISCO VILLA,19.38741889,-99.10811944,CALLE,TEZONTLE,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,INSTALADO
114883T,09DJN0998Q,ELISA NUÑEZ,19.3974,-99.09363028,CALLE,CANELA,463,SIN NÚMERO,TOTAL PLAY,TERRESTRE,VISITA FALLIDA
114882T,09DDI0024L,CENDI SEP NO. 24 CARMEN SERDAN,19.40277972,-99.09682194,CALLE,AÑIL,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114881T,09DES0329J,TLACHTLI,19.39794917,-99.08842972,CALLE,AÑIL,550,SIN NÚMERO,TOTAL PLAY,TERRESTRE,VISITA FALLIDA
114880T,09NDI0392M,CENDI GDF IZTACALCO,19.38946972,-99.12187972,CALZADA,DE LA VIGA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114879T,09DJN1414D,LUIS GONZALEZ OBREGON,19.53355333,-99.14358972,CARRETERA,CARRETERA CHALMITA-TENAYUCA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114878T,09DES4087D,REPUBLICA DE FILIPINAS,19.51042583,-99.15970222,CALZADA,VALLEJO,2421,SIN NÚMERO,TOTAL PLAY,TERRESTRE,INSTALADO
114877T,09DJN0996S,XOLOTL,19.54111611,-99.15080139,AVENIDA,FRANCISCO VILLA Y ANTONIO CASO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,VISITA FALLIDA
114876T,09DPR4208F,PROFRA. JOSEFINA TOLSA MARAÑON,19.55238667,-99.13480667,CERRADA,CORNELIO LARIOS,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114875T,09DPR2781W,EDUCACION PARA TODOS,19.52962667,-99.14493639,CALLE,ARTURO CASTRO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,VISITA FALLIDA
114874T,09DJN1105Z,ERMILO ABREU GOMEZ,19.52821167,-99.14865361,ANDADOR,RÍO SAN JAVIER,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114873T,09DPR2963E,GREGORIO TORRES QUINTERO,19.5533875,-99.14063556,CALLE,DE LA PIEDAD,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114872T,09DJN0928V,CUECUECH,19.55742472,-99.13979778,CALLE,LUIS ECHEVERRÍA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114385T,09NDI0633U,CENDI GDF ANEXO ZONAL NO. 9,19.54840278,-99.14424194,AVENIDA,ESTADO DE MÉXICO,200,SIN NÚMERO,TOTAL PLAY,TERRESTRE,VISITA FALLIDA
114384T,09DJN0924Z,LAURA DOMINGUEZ AGUIRRE,19.53236833,-99.13936917,CALLE,RUIZ CORTINES,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114383T,09DJN0922A,CUAUHTLI,19.56087056,-99.13756111,AVENIDA,PEÑAS NEGRAS,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114382T,09DJN1175U,ENRIQUE DUNANT,19.54857361,-99.15308806,CALLE,GUADALUPE ENTRE MICHOACAN Y SAN MIGUEL,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,VISITA FALLIDA
114381T,09DJN0642R,SANTOS DEGOLLADO,19.50333917,-99.09368222,AVENIDA,CENTENARIO,2200,SIN NÚMERO,TOTAL PLAY,TERRESTRE,INSTALADO
114380T,09DJN0166F,GENOVEVA CORTES,19.49339333,-99.09932944,AVENIDA,CENTENARIO,1100,SIN NÚMERO,TOTAL PLAY,TERRESTRE,INSTALADO
114379T,09NDI0090R,CENDI IMSS 15 TIPO B,19.49979389,-99.09504361,AVENIDA,CENTENARIO,2071,SIN NÚMERO,TOTAL PLAY,TERRESTRE,VISITA FALLIDA
114378T,09DJN0804M,DR. MARIANO AZUELA,19.50275722,-99.09265194,CALLE,NORTE 7-A,10040,SIN NÚMERO,TOTAL PLAY,TERRESTRE,VISITA FALLIDA
114377T,09DJN1402Z,ALEJANDRO FLEMING,19.54856889,-99.12597,CALLE,PLAN DE AYALA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,VISITA FALLIDA
114376T,09DTV0130G,TELESECUNDARIA 130,19.55338917,-99.14063667,CALLE,DELICIAS,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114375T,09DPR5006Q,ANTONIO CISNEROS Y CISNEROS,19.54813,-99.12420944,CALLE,DE LA BRECHA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,INSTALADO
114373T,09NDI0389Z,CENDI IMSS 6 TIPO B,19.46291944,-99.12589444,CALZADA,DE GUADALUPE,217,SIN NÚMERO,TOTAL PLAY,TERRESTRE,VISITA FALLIDA
114609T,09DES4259F,GUSTAVO A. MADERO,19.52357667,-99.13973222,CALLE,PUERTO MAZATLAN Y MOCTEZUMA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114608T,09NDI0002G,ESTANCIA PARA EL BIENESTAR Y DESARROLLO INFANTIL NÚMERO 15,19.48743139,-99.13346861,CALLE,COLECTOR,13,SIN NÚMERO,TOTAL PLAY,TERRESTRE,VISITA FALLIDA
114607T,09DPR3015K,CUAUHTEPEC,19.55939833,-99.13109139,CALLE,MIGUEL LERDO DE TEJADA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114606T,09DPR2588R,LIC. JOSE LOPEZ PORTILLO Y ROJAS,19.56062611,-99.13155333,CALLE,JOSE MOJICA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114605T,09NDI0647X,CENDI GDF NUEVA GENERACION,19.56053389,-99.13235861,CALLE,FRANCISCO JAMBRINA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,INSTALADO
114604T,09DJN0823A,REPUBLICA MEXICANA,19.556965,-99.13639056,CALLE,PLAZA HIDALGO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,VISITA FALLIDA
114603T,09DES4307Z,SECUNDARIA FEDERAL,19.55987528,-99.13618417,AVENIDA,SAN MIGUEL ENTRE 1RA Y 2DA CDA NORTE,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114602T,09DPR3282G,PROFR. ROBERTO MARTINEZ FLORES,19.53828889,-99.14328583,CALLE,VENUSTIANO CARRANZA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
114601T,09DPR2832M,PROFR. JORGE CASAHONDA CASTILLO,19.54975833,-99.14204917,CALLE,5 DE MAYO,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,VISITA FALLIDA
114600T,09DPR0916G,GERTRUDIS ARMENDARIZ DE HIDALGO,19.54121639,-99.14219889,CERRADA,EMILIANO ZAPATA,SIN NÚMERO,SIN NÚMERO,TOTAL PLAY,TERRESTRE,EN PROCESO DE INSTALACIÓN
